Pokemon,fire,water,grass,electric,rock,ground,flying,normal,fighting,psychic,dark,ghost,bug,dragon,ice,fairy,steel,poison,clusters
Arcanine,0.04202211660509597,0.0,0.0,0.0,0.0205467586861072,0.0,0.0,0.015407126656895632,0.019860072184362497,0.0,0.0,0.0,0.0,0.018239535414302142,0.0,0.0,0.0,0.0,3
Arceus,0.009891322311848335,0.009596014625245555,0.009462966805697996,0.0,0.0290182354979344,0.018763215531907424,0.011126788553276269,0.0,0.0,0.0,0.012291082106970174,0.0,0.0,0.025759738658098365,0.00877517776571127,0.0,0.0,0.027857175451583564,6
Arceus-Bug,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Dark,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Dragon,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Electric,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Fairy,0.009891759746414278,0.009596439000102631,0.009463385296638507,0.0,0.029019518802516867,0.018764045317732122,0.011127280625192205,0.0,0.0,0.0,0.012291625668689925,0.0,0.0,0.025760877858676756,0.008775565839818655,0.0,0.0,0.027858407409361085,6
Arceus-Fighting,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Fire,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Flying,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Ghost,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Grass,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Ground,0.009891759746414278,0.009596439000102631,0.009463385296638507,0.0,0.029019518802516867,0.018764045317732122,0.011127280625192205,0.0,0.0,0.0,0.012291625668689925,0.0,0.0,0.025760877858676756,0.008775565839818655,0.0,0.0,0.027858407409361085,6
Arceus-Ice,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Poison,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Psychic,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Rock,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Steel,0.009893787382527403,0.009598406100676526,0.0094653251235522,0.0,0.02902546729154389,0.01876789161575087,0.011129561521272875,0.0,0.0,0.0,0.012294145234948485,0.0,0.0,0.025766158383840238,0.008777364675886865,0.0,0.0,0.02786411789105145,6
Arceus-Water,0.009891759746414278,0.009596439000102631,0.009463385296638507,0.0,0.029019518802516867,0.018764045317732122,0.011127280625192205,0.0,0.0,0.0,0.012291625668689925,0.0,0.0,0.025760877858676756,0.008775565839818655,0.0,0.0,0.027858407409361085,6
Archen,0.0,0.0,0.0,0.0,0.055469364703405716,0.014346615188536404,0.03403078824876421,0.0166376320590316,0.0,0.0,0.0,0.0,0.0,0.05908876182601201,0.0,0.0,0.023995953585644658,0.0,4
Archeops,0.0,0.0,0.0,0.0,0.05248507467945754,0.013574757410580927,0.03219990840326916,0.015742515995572522,0.0,0.0,0.0,0.0,0.0,0.07454632765881807,0.0,0.0,0.022704954756224745,0.0,4
Ariados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024336928460305156,0.0,0.0,0.0,0.0,0.09537581044635064,11
Armaldo,0.0,0.02773460811661747,0.0,0.0,0.05241820570838894,0.01355746239735869,0.0,0.0,0.0,0.0,0.0,0.015818049061257677,0.023968592167907577,0.0,0.0,0.0,0.0,0.013418901397407918,0
Aromatisse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602031996998097,0.020650489744498072,0.0,0.0,0.0,0.0,0.01896545669728372,0.0,0.03384290199643089,0.0,0.0,1
Aron,0.0,0.013758020534272638,0.0,0.0,0.041604092473829936,0.013450620630455733,0.0,0.0,0.0,0.0,0.0,0.015693392376907096,0.0,0.01846615638138135,0.0,0.0,0.0,0.0,13
Articuno,0.0,0.031007553729599614,0.0,0.0,0.011720809777284895,0.0,0.035953935813721125,0.01757785775545336,0.0,0.0,0.0,0.0,0.0,0.0,0.028355187719414022,0.0,0.02535201267454124,0.0,4
Audino,0.021982782793867107,0.0,0.010515396087439878,0.0,0.0,0.020849977310837375,0.012364260725129098,0.0,0.0,0.0,0.0,0.0,0.0,0.014312311385037213,0.019502228389639473,0.0,0.0,0.0,9
Aurorus,0.0,0.028209102184040123,0.0,0.0,0.05331499601200489,0.013789408543841215,0.0,0.0,0.0,0.0,0.018065853619886312,0.0,0.0,0.018931273252980028,0.012898056950894432,0.0,0.0,0.0,13
Avalugg,0.0,0.015338705487213762,0.0,0.0,0.046384065202488965,0.0,0.0,0.0,0.0,0.0,0.0,0.01749643585463581,0.0,0.0,0.042079927741694334,0.0,0.0,0.0,13
Axew,0.0,0.0,0.0,0.0,0.024765330563839248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08793759264257484,0.0,0.0,0.0,0.0316992468951667,0
Azelf,0.025682177762432777,0.012457715240016735,0.012284990216769261,0.0,0.0,0.012179368478066508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011392090368240754,0.0,0.0,0.0,1
Azumarill,0.0,0.04739274151786337,0.01168391142909211,0.0,0.008957193350352078,0.0,0.0,0.013433224631434478,0.0,0.0,0.0,0.0,0.0,0.0,0.021669398592283517,0.0,0.0,0.0,5
Azurill,0.0,0.061493782976791506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014058411178526277,0.0,0.0,0.0,5
Bagon,0.03177819512920586,0.0,0.0,0.0,0.034960460323919945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12413881214453582,0.0,0.0,0.0,0.0,3
Baltoy,0.0,0.0,0.012427950836073724,0.0,0.028582780500253785,0.036963299926740086,0.014613089524972235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011524660298332599,0.0,0.0,0.0,1
Banette,0.0,0.0,0.0,0.0,0.0,0.011142543651401165,0.0,0.012921901022468528,0.01665657022106422,0.0,0.014598128840653847,0.02600092804674231,0.0,0.0,0.0,0.0,0.0,0.011028663786196151,11
Barbaracle,0.0,0.039655719264710974,0.013035298844125992,0.0,0.03997280973415602,0.012923226233229876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177421044821117,0.012087864930214026,0.0,0.0,0.05116458920627873,0
Barboach,0.0,0.04996077172215892,0.0,0.0,0.012590065564632344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022352620210580248,0.015229053250942587,0.0,0.0,0.0,5
Basculin,0.0,0.03431467899991368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156897118208517,0.0,0.0,0.0,5
Bastiodon,0.01378085093671298,0.0,0.0,0.0,0.05053621311132121,0.026141406395068314,0.0,0.0,0.0,0.0,0.0,0.01525012708012476,0.0,0.0,0.012225808938363034,0.0,0.0,0.0,13
Bayleef,0.0,0.014958418736162958,0.07375510849766907,0.0,0.011308520633678782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014474734615878214,7
Beartic,0.0,0.014309345001321748,0.014110947309578868,0.0,0.03245346838914281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026170665844369147,0.0,0.0,0.0,0
Beautifly,0.0,0.0,0.0,0.0,0.0,0.0,0.035453213723378306,0.017333055024407143,0.0,0.0,0.0,0.0,0.05284783039950655,0.0,0.0,0.0,0.0,0.02958704542302802,4
Beedrill,0.0,0.0,0.0,0.0,0.010709532281694292,0.0,0.0328518117406225,0.016061231148029608,0.0,0.0,0.0,0.0,0.024485043707618788,0.0,0.0,0.0,0.0,0.08224823174980228,4
Beheeyem,0.0,0.0,0.0,0.0,0.01826620631788717,0.023621888802798006,0.01400803404356665,0.0,0.0,0.02962192480305444,0.030947635207108293,0.0,0.0,0.0,0.0,0.0,0.019754825088294098,0.0,1
Beldum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Bellossom,0.0,0.0,0.02819842472182325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02767026737186011,7
Bellsprout,0.0,0.0,0.014312332577356776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028088524308519564,7
Bergmite,0.0,0.016644122713601987,0.0,0.0,0.050331631559748916,0.0,0.0,0.0,0.0,0.0,0.0,0.018985489072593318,0.0,0.0,0.045661185795378874,0.0,0.0,0.0,13
Bibarel,0.0,0.040399620880258766,0.026559656015731254,0.0,0.02036132982482155,0.0,0.0,0.015268081564902426,0.019680840480400974,0.0,0.0,0.015360908951807736,0.0,0.0,0.012314621181691517,0.0,0.0,0.0,12
Bidoof,0.0,0.01531878243689433,0.015106388992225097,0.0,0.02316190906618413,0.0,0.0,0.017368114944547913,0.022387822478933693,0.0,0.0,0.01747371018380047,0.0,0.0,0.014008423735031937,0.0,0.0,0.0,12
Binacle,0.0,0.042979933018154566,0.0141280067939841,0.0,0.04332360418060328,0.01400653948992813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013101152486103695,0.0,0.0,0.05545355519359235,0
Bisharp,0.0,0.0,0.013228255114718722,0.0,0.030423383334272608,0.013114523538171514,0.0,0.0,0.0,0.0,0.017181669669289645,0.0,0.0,0.0,0.0,0.0,0.0,0.025960978990728273,0
Blastoise,0.011598938306178032,0.04501059741631517,0.011096632453400597,0.0,0.03402787945667413,0.011001227769083168,0.0,0.012758018348875739,0.01644532241348795,0.0,0.014412987321639075,0.012835584970483168,0.0,0.030206842933492465,0.02058021007126815,0.0,0.0,0.0,5
Blaziken,0.04413286261900844,0.010703816481611065,0.010555409095906488,0.0,0.032368215297724524,0.0,0.012411309002242396,0.0,0.0,0.0,0.0,0.01220954653744514,0.0,0.0,0.0,0.0,0.0,0.020715411927039875,3
Blissey,0.02006921334283743,0.009735021197537648,0.009600046065239063,0.0,0.029438589739571388,0.009517508469429423,0.011287969710018225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017804587612156596,0.0,0.0,0.0,9
Blitzle,0.0,0.0,0.0,0.03482648046350413,0.0,0.017008035813585547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Boldore,0.0,0.0,0.0,0.0,0.06523261362088342,0.03374357036051766,0.02001030003602544,0.0,0.0,0.0,0.0,0.019685005785767738,0.0,0.0,0.0,0.0,0.0,0.0,13
Bonsly,0.0,0.0,0.0,0.0,0.04581950903558861,0.014813466581421297,0.0,0.0,0.0,0.0,0.0,0.017283480808169098,0.0,0.0,0.0,0.0,0.0,0.0,0
Bouffalant,0.0,0.0,0.0,0.0,0.049116177551257675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03143398055460471,0
Braixen,0.06355593717306267,0.0154146150384602,0.0304017857679806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Braviary,0.0,0.0,0.0,0.0,0.03901516873497105,0.0,0.03989340040245333,0.019503859641092632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02812982695061642,0.0,4
Breloom,0.0,0.0,0.012028846074616371,0.0,0.02766488792537894,0.0,0.014143812354025403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023607090845893474,7
Bronzong,0.0,0.0,0.01332295126235942,0.0,0.04085489732732202,0.02641681104769648,0.015665452985908893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bronzor,0.0,0.0,0.013938385151204158,0.0,0.032056596341567774,0.027637096285839827,0.01638909525268432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Budew,0.0,0.016889206418175356,0.033310078392191945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01634308980700352,7
Buizel,0.0,0.06357656508436771,0.0,0.0,0.024031848243988147,0.0,0.0,0.018020444749992353,0.02322868770401052,0.0,0.0,0.0,0.0,0.0,0.029069133496363492,0.0,0.0,0.0,5
Bulbasaur,0.0,0.013031993142792428,0.0642565290583709,0.0,0.009852148542743074,0.0,0.0,0.0,0.0,0.0,0.0,0.014865233071395227,0.0,0.0,0.0,0.0,0.0,0.03783180139258205,7
Buneary,0.012586190097132991,0.012210426517345992,0.01204113012844673,0.0,0.009231046586736054,0.0,0.0141582562459204,0.013843926052795075,0.017845077595985987,0.0,0.0,0.013928094811949822,0.0,0.0,0.022331909124643293,0.0,0.0,0.0,12
Bunnelby,0.0,0.0,0.01615781259523458,0.0,0.03716101044053779,0.016018893782127806,0.0,0.018576957507908227,0.023946042976661655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01585517627545124,0
Burmy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Butterfree,0.0,0.0,0.0,0.0,0.0,0.0,0.0325377599399589,0.01590769141016864,0.0,0.0,0.0,0.0,0.04850195055104167,0.0,0.0,0.0,0.0,0.013576994582473226,4
Cacnea,0.0,0.0,0.03537350330562948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015315092418263473,0.0,0.0,0.0,0.0,0.0,0.0,0.046281275355008956,7
Cacturne,0.0,0.0,0.032902509563268664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014245266305700171,0.0,0.0,0.0,0.0,0.0,0.0,0.04304832608214162,7
Camerupt,0.012703014572435422,0.0,0.0,0.0,0.0372669150569558,0.0,0.0,0.0,0.0,0.0,0.0,0.01405737478911616,0.0,0.0,0.0,0.0,0.0,0.0,13
Carbink,0.0,0.0,0.0,0.0,0.049038410633626676,0.04756241647393145,0.018803349574716174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Carnivine,0.0,0.0,0.02754444115003636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024138931480408278,0.0,0.0,0.0,0.0,0.013514266466100173,7
Carracosta,0.0,0.029383428279811327,0.0,0.0,0.05553446371091866,0.01436345241778786,0.0,0.0,0.0,0.0,0.0,0.016758430772256673,0.0,0.0,0.013434994452958853,0.0,0.0,0.0,5
Carvanha,0.0,0.014633178770962863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01874294785740544,0.0,0.0,0.0,0.026762932322926845,0.0,0.0,0.02832002272864878,5
Cascoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19233148808882933,2
Castform,0.014653640897788173,0.02843230620436541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01300011259758045,0.0,0.0,0.0,11
Caterpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Celebi,0.0,0.0125242373206338,0.012350589975138652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chandelure,0.028391232003312766,0.0,0.0,0.0,0.0,0.013464094801977002,0.0,0.0,0.0,0.0,0.017639651841733814,0.015709113247077074,0.0,0.0,0.0,0.0,0.0,0.01332648804456808,11
Chansey,0.02065279622221324,0.01001810113715427,0.00987920112872799,0.0,0.030294620151501486,0.00979426346237266,0.011616207083010742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01832231854297604,0.0,0.0,0.0,9
Charmander,0.06342336424744795,0.01230596904463947,0.012135347967791418,0.0,0.027909829370323175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08258598983649668,0.0,0.0,0.0,0.0,3
Charmeleon,0.06340607352722609,0.012302614144275316,0.012132039582798038,0.0,0.027902220485855948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08256347492796964,0.0,0.0,0.0,0.0,3
Chatot,0.0,0.0,0.0,0.0,0.0,0.0,0.03607583583440375,0.017637454602792903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025437967405210628,0.0,4
Cherrim,0.0,0.0,0.047027057708342125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Cherubi,0.0,0.0,0.047971665353184686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Chesnaught,0.0,0.01136800389319754,0.033631162838798134,0.0,0.025782532670884702,0.011114004904414677,0.0,0.0,0.0,0.0,0.0,0.01296716669332899,0.0,0.015258251513217129,0.0,0.0,0.0,0.03300125013919362,0
Chespin,0.0,0.012698730095371312,0.037567990273027076,0.0,0.028800607972924136,0.012414998260534337,0.0,0.0,0.0,0.0,0.0,0.014485089157895837,0.0,0.0,0.0,0.0,0.0,0.036864340676222226,0
Chikorita,0.0,0.015131030996147437,0.07460620353570308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014641765416311818,7
Chimchar,0.052184271810654166,0.012656574614472664,0.024962184850261193,0.0,0.019136666475773934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012247321185604568,3
Chimecho,0.0,0.0,0.011019019324456095,0.0,0.0,0.0218485638574289,0.012956433284100963,0.0,0.0,0.0,0.0,0.012745809093380297,0.0,0.0,0.0,0.0,0.0,0.0,1
Chinchou,0.0,0.04437598897806719,0.0,0.0592241153088084,0.0,0.0,0.0,0.016770855876308936,0.0,0.0,0.0,0.0,0.0,0.0,0.013526698565996921,0.0,0.0,0.0,5
Chingling,0.0,0.0,0.012188159483327313,0.0,0.0,0.024166740517913454,0.014331136968897871,0.0,0.0,0.0,0.0,0.014098165127034172,0.0,0.0,0.0,0.0,0.0,0.0,1
Cinccino,0.0,0.0,0.01454271982659212,0.0,0.011148830947352206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01427033424333204,12
Clamperl,0.0,0.036734767649700045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016796249739978314,0.0,0.0,0.0,5
Clauncher,0.0,0.05496947234477872,0.0,0.0,0.013852253218239572,0.01791375721345212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02459353000654045,0.01675580645892146,0.0,0.0,0.03546134736117742,5
Clawitzer,0.0,0.05145997505864044,0.0,0.0,0.012967863337772953,0.01677006272916039,0.0,0.0,0.0,0.0,0.02197088421146509,0.0,0.0,0.023023368912885485,0.015686040736489004,0.0,0.0,0.03319733613788831,5
Claydol,0.0,0.0,0.012201478571764422,0.0,0.03741589565814229,0.036289724504599344,0.014346797879879074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011314648531502705,0.0,0.0,0.0,1
Clefairy,0.01757448135325507,0.008524895599394702,0.008406698742088324,0.0,0.0064447960366726155,0.01666884219805561,0.009884802647515028,0.0,0.0,0.0,0.0,0.0,0.0,0.011442202377966932,0.015591363131525858,0.0,0.0,0.0,9
Cleffa,0.01137005957941722,0.011030603853976802,0.01087766559279455,0.0,0.0,0.021568287006853037,0.0127902260981614,0.0,0.0,0.0,0.0,0.0,0.0,0.014805389717305896,0.0,0.0,0.0,0.0,1
Cloyster,0.0,0.014907096949034887,0.0,0.0,0.011269721513335135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027263907112923112,0.0,0.0,0.04327521699378448,5
Cobalion,0.0,0.0,0.0,0.0,0.025068095960219222,0.01620905197732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320867820030233,0
Cofagrigus,0.0,0.0,0.011847422856028954,0.0,0.0,0.011745563157395054,0.0,0.0,0.0,0.0,0.015388159978725202,0.013704031686045628,0.0,0.0,0.0,0.0,0.0,0.0,1
Combee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2369305489064066,0.0,0.0,0.0,0.0,0.0,6
Combusken,0.048410324834469394,0.011741255882643697,0.011578464499455727,0.0,0.026629064894376175,0.0,0.013614242647399516,0.0,0.0,0.0,0.0,0.013392924883705859,0.0,0.0,0.0,0.0,0.0,0.022723199016687155,3
Conkeldurr,0.01415857359696639,0.0,0.013545419686065064,0.0,0.041537097872087474,0.01342896124747813,0.0,0.015573437583316706,0.020074450054897653,0.0,0.0,0.015668121483834726,0.0,0.0,0.012560909078198804,0.0,0.0,0.02658342712934665,0
Corphish,0.0,0.027943954509709497,0.0,0.0,0.0316883213125665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018753331287922198,0.012776823393668762,0.0,0.0,0.01352018996059918,5
Corsola,0.0,0.011914229484767206,0.0,0.0,0.04503561249998634,0.0,0.0,0.013508104055893255,0.0,0.0,0.0,0.013590231073372391,0.0,0.0,0.0108950940315637,0.0,0.0,0.0,13
Cottonee,0.0,0.0,0.03041486841182627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03693553360341811,0.0,0.014922598502175477,7
